review,emotion
HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,love
Practically my whole body burns... I can't bend over or make any sudden movements with my arms,worry
Im mad cuz i cant get any picture to work.,worry
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via @Drudge_Report) Scary talk to say the least.  mm,neutral
&quot;family bird is the word&quot; I &lt;3 FAMILY GUY,sadness
just noticed that two of the top ten topics on Twitter right now is &quot;Star Trek&quot; and &quot;Spock.&quot;   That is so cool!    I am in love with both!,love
@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends,worry
It went really well! But the vid didnt work.  im sad,sadness
With my baby drinking. God I love her,love
@robyn3890 it was way worse than that ...and where were you why didnt you say hello?,neutral
"@CirqueLasVegas 2nd ticket has to be for the same show, though, right?  No good for a solo traveler to Vegas.",neutral
@leekingx3 It was on my CNN subscription on Google Reader. I couldn't help but repost it,worry
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,neutral
"Note to self: don't wear steel toes to the court house, I'm just sayin",sadness
I get an instant sad face when I see a little kid lose their balloon,sadness
"@grentone If you have specific questions, let me know. Always good to have them when writing stuff. Well, I am off  Have fun!",neutral
Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn't make it,neutral
seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,worry
@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.,worry
watching @jtimberlake on SNL,neutral
@dizzyupthegirl thankyooooou,neutral
instant-messaging with two of my favourite conversation guys,neutral
oh no my tweetdeck is malfunctioning :O il have web will its fixd,neutral
@creamspyder  thanks  you've been quiet lately!,neutral
im nervous :/ i want @mmilanezi to gimme a bear hug,neutral
@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee,neutral
Beautiful morning here in the mountains,neutral
work  @britad Yay!,neutral
off to work for the day,neutral
@heffabella i dont know u but heeeeeeey  my name is shannn *extends hand* put er there. where u from?,worry
catching up on my reading... twitter n BF break,worry
Thank you all for the huge response w/ blessings &amp; congratulations for us and Anna... We're indeed a family in church  love that so much,love
Welcome @pbcat #Follow #Freude,neutral
@mommymuse Thanks for the hint.  http://tinyurl.com/chtx7e.,neutral
heeey heeey!   about to go read...,neutral
"well i guess it all depends,undergarments.",worry
@EidolonNight That's kinda sad. And they're poking me while they're at it. Huh.,sadness
@SolarAvada - DAMN. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA,worry
afternoon. have the first rehearsal with this (extremely talented) singer-songwriter today. wish me luck,neutral
@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged,neutral
@mrkris really?  dang.. I missed it   *sigh*,sadness
"just arrived at @eurodjangocon, on about 150 fellows i can't see a girl!",worry
@charlieskies your vid wont play  x,neutral
@danachs I am lost. Please help me find a good home.,worry
my 6th wedding anniversary today... so lucky to have such a gorgeous wife,worry
"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing",neutral
@jonsedar I'm jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,worry
In walmart getting a mothers day card with every other procrastinating guy in chattanooga  slim pickings but got a good one.,neutral
That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq,worry
is in route 2 da' beach! No sun yet,worry
&quot;Stop your twittering&quot; - Maryland cookies #bgt,neutral
Prism is the MY nEW wEBTOP.. mozilla labs rocks my world...,neutral
@steven89 I dont have one here - dunno if my mom ever had one or not -,worry
Just got caught in the down pour,worry
@harisn I love to Read  And i love Film making,love
I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x,neutral
About to take meds I take that percentage back... feeling worse,neutral
@TRACTAHPULL   I love you,love
"Friday Night Magic last night, I lost so bad  I suck at draft",worry
but @pennyessex Humira isn't right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,worry
Mariachi'nin yeni kampanyasi ve beraber gelistirdigimiz Facebook Uygulamasi (Shut The House) Hurriyet'e haber olmus: http://tr.im/msthhh,neutral
"@staceyclarkin More than welcome...would love to do more physically, but family life doesn't allow",love
@allysonrobinson ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching &amp; messing with bad system.,worry
Beach with ashley,neutral
why did Reel big fish cover Edna's goldfish,neutral
@OhSweetNibblets  16 too   crazy about miley and JB and in love with Nick Jonas haha,love
@ashgen sounds good!! Can't wait,worry
"@Captain_Phatass hopefully you're up before 8, as meeting is at 8",worry
misses @laurencarll so much,neutral
Hahah. Love them!,love
Leaving for work.. 5:30 can't get here soon enough!  hope everyone has a great day!,worry
@WorkInColour It was a pain worse then death!  The Dell is just a boat anchor with a power cord or a very ugly paperweight!,neutral
@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,love
workin.. still lol i wanted to go to the spring game,worry
@idreamofjeanny Chowder is the shit!!!!!!,neutral
"Ouch, my back. Man I'm sick",worry
just ran some ACCELA unit tests for the first time in about 2 years... and they failed,sadness
Strawberry margaritas + baked stuffed shrimp =,neutral
"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",happiness
@avinashkaushik how about a new article on finding your YouTube channel stats in your Google Analytics account? Can't find it,worry
"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city",worry
the sun is shinning! im off out!!,worry
"@BoltClock Hmm, I will hear more.",neutral
@jessejane looks to be a great morning already!,worry
@Keiyaunna OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT,sadness
@donnyosmond Very excited as we have just booked tickets to Vegas (we live in the UK) can't believe the  price of the show tickets,happiness
Going to search out areas we would like for our dream home to also home my home based business one day soon.,neutral
"@T_DAHSAR Thanxs hun, you too!",worry
@AYEJILLA &amp; @andrewEMT suck at trying to scare people but are good at killing naps.   http://myloc.me/218m,happiness
@rachikus thankyou,sadness
"Standin in a forest, just got the maddest photos taken",neutral
"@opaque19 I can't do that.  I take it at 11, or I work through it.  Those are my options here.",neutral
wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!,worry
Vent:  No one cares,neutral
@lameBIRDIE aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it,love
met the shortest line ever at FCB Tunapuna... then the tellers disappeared,happiness
@MarkMayhew ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,worry
@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,sadness
@EileenRight What phone do you have -- an old rotary?,sadness
@maryvictoria did you get fired?  *hugs*,neutral
@Jinsing what Brody how dare u,sadness
ughhh. i think my plans are ruined. i was excited too.,happiness
made a little cover for my iphone.  the birds aren't upside down on the back  http://twitpic.com/67tp9 &amp; http://twitpic.com/67to5,neutral
Oh and Cali plans are a GO! I might get to see DA too and she's my hero and rocks my socks,neutral
Just talked to donald faison about next day air. He doesn't understand twitter. And he loves cacee cobb,love
Wishing I made enough money to do whatever I want! Sux... No money in education,sadness
@rayamartin http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,neutral
I loveeeeee to live a - F A S T - pace lifestyle!,worry
I think i may have found my next apartment. Just one downfall.,neutral
@welsh_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;),neutral
"loves GOSSIP GIRL Episode 23, The Wrath of Con",love
says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz,neutral
"@daniellebabeyy babe  ive been aight, urselff?",neutral
@hanastephenson I sent u a direct message.. there's my mail,sadness
now i'm in hmv,worry
good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,happiness
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",worry
@britneyxsucks I hope they come,worry
what am i doing? what can i do?,worry
WOOOOO!! Twitterberry is working again!! Good morning everyone,neutral
Thanks! carry on the craziness again!!!,happiness
"@photojunkie #avatarcamp photos, perhaps?  lol (just itching to see them!)",worry
@sweetpea2809 Nor here... Sad times,sadness
Drinking coffee....MMMMM.....coffee,neutral
@polyap POL! Is this song from a new album? I am really missing out on UdD!,worry
"bout to have dinner with the Homies. T.G.I Fridays takout, headed bak to the spot.",neutral
@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed,neutral
New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait,neutral
Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best &lt;3,love
Such a headache  It's killen me!,neutral
"@nikkidang Yeah I've been going there for the last month!!  SO amaaaazing, I'll bring some back for you",worry
@THAREALYUKMOUTH I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,sadness
Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth,worry
wants cookie,neutral
@vickycornell HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,happiness
but I am one in a million,neutral
has some bad newss,neutral
"@shananaomi yippee, darling girls. Love you sooooo much  and so thrilled you found each other!",love
Why did I agree to work on this gorgeous day?,neutral
Xfiles disc doesn't work.. Rippin,neutral
"@jackgraycnn catching up on my tweets, I saw AC's promo of your new blog before yours, I knew immediately it would be yours by the title",worry
says somebody n e body please!,neutral
@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours,neutral
@wyclef that's a good sentence,neutral
Home from school. Out tonight? Probably not,happiness
spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,worry
is tired but happy the orphanage was wow.. and babysitting was really fun,love
"@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.",worry
@iancantdecide hey ian.. May 7 din ako..  maybe we'll see each other.. or not.. cuz diff. schools tayo.. hahaha la lang.. :p,neutral
"@TomCopestake  I'm sorry. You'll get there don't worry, one day at a time.  We should 'hang' when you're done.",neutral
"Ugh,what a boring day",neutral
"@Mangowe You're welcome, I am off for some merry noddingtons myself soon. It's not even dark!",neutral
@TerreMum It's http://chelseavantol.etsy.com xo,neutral
"wonders what some dancers have against glitter? Just don't wear it. Don't create a whiny group about it. Ok, I'm done.",sadness
@tommcfly Tom are the MITO tour dvd's still being made cos no where seem to be stealing them and i really want a copy,worry
@wajeeha i hope you knew its due tuesday,neutral
@Intelligentle This was at Pitman's down South. It just looks like business is bad all over,neutral
@kerkat28 i posted it! let me know what you think? theres a really cute cut out in the back too.,neutral
@TheFeed Your STFU E3 list link is broke,neutral
Girsl night ! on my way to foam party  No sleep tonight !!,neutral
is excited about Taylor Swift on wednesday!!!,happiness
"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.",neutral
@Applecored what I do now  anyhoo thanks for the *spank* :-O x,neutral
@meganwest no we had to go to malibu to find a beach!,sadness
"@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked",sadness
@KRushtC that's because you've been avoiding me.,worry
"@afrolicious Chile, I gotta study   But I do hope to catch an art show or sumshin...i need to get out.",worry
@islamqa And you as well bro,neutral
"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",neutral
@AyeshaM13 bored in class. I wanna go home.,worry
"@Willie_Day26 awww man, its nott",neutral
Celebrated Mother's Day with the best lamb roast lunch followed by a box of Cadbury's shared around the table. It was a wonderful day,love
@FSBigBob He's gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,love
Would really like to buy death note 1 &amp; 2 later this week  I loved those movies!,love
"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.",neutral
"@totalgunner Nurofen and marijuana, usually. But I'm lacking the latter currently.",neutral
Its so windy and raining harder then the day before today   bye bye if the power gos out,worry
ugh! looks like it can rain any min now,neutral
I'm hungry. And single.  heading to the golfing range soon.,worry
Hot ramen soup to end a longgg munching night,worry
bummed about the softball loss 0-1   These girls are so good at only 12!,happiness
@lancearmstrong any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!,worry
@ashleymshep yeah girl you betta be on twitter! i miss you. jealous of jen's limo ride,worry
Tonight's SNL does not dissapoint. LOL,neutral
@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.,sadness
@MovieTFan: Well that is just completely lame. I'm sorry dude.,worry
@dcorsetto love love love pot psycology. My Friday night treat,love
"@donna_grant  Hey Donna, lovely to see you on Twitter.",love
@tommcfly hope you have a nice relaxing day!!! hope your well  wishing you all the best,worry
@AshyLBowz - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!,neutral
@yfeandipoo I'm sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO,happiness
Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,sadness
Alix's graduation party!,happiness
@inyourvan Well I guess the McCafe=tastes like shit cured ur craving? You get the McSkillet? Me Wants,neutral
"@hotdogwater dayum.  i dont even remember why i started twittering... oh yea, facebook integration.",neutral
"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",worry
I burnt my arm.  (just thought you should know),worry
Happy Mother's Day to all the moms out there.,love
@goodbyeblueskyy everything okay?,neutral
goin to bed,neutral
"@davidalexanderm fantastic, love all things Krautrock",love
posted a few pics of my college on my myspace www.myspace.com/katieheidie,worry
Bloody servers are down at work for at least 3 hours. Want to go home now!,worry
@laydieluck777 damn  real sorry to hear that ma,neutral
not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me.,sadness
Saw Wolverine last night,neutral
@pilgrimfamilyuk oh no I hate that,neutral
happy birthday to me!!,happiness
"@tommcfly My eyes are starting to hurt! It's getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?",worry
@Running5k2day Oh no! Hope it's not as bad as it sounds!,sadness
might go to bed? No nightmares about bad grades tonight please!  Hmm!,sadness
@mileycyrus voting has closed,neutral
bad mood and i dont feel good. too bad no one cares,worry
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,sadness
Just found out one of my ankles is swollen...eeks now it hurts,worry
@Twiter_ME_This Morning @DonniezDetDiva new profile pic,neutral
Happy Star Wars Day. MAY THE 4TH BE WITH YOU,happiness
; Another friday night cancel.  probably movies with just Ashley.,neutral
im in stats and I'm bored and tireed,worry
Tyring to pack for my Aruba trip (soul beach music fest),worry
@chully LOL too bad he's taken!!!!!!!,neutral
"Dad asked me why I was sticking my tongue out while I was ironing, and I told him it was so I didn't burn my finger, as I burnt my finger",neutral
OMGoodness back to school soon FUN!,neutral
@nattskies heyy nat! twitter twitter twitter. you'll get used to it hahaha  love youuuuuuuuuuu,love
@prettyrach I am 100% jealous.  wish I had some,neutral
"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",sadness
@ZnaTrainer How are you today!?,neutral
@codepo8 I must admit when i first saw that name posted i thought it was an exploit attempt,neutral
working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months,neutral
@lorilooker oii oiii  hope the run goes/went well (whenever you get this message!) love youuuuu ?,love
"@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??",sadness
"Yay, I won at the @Jumeau Bags #Giveaway from @InstantShift. And those bags are so pretty!! Or maybe I'll have a belt? We'll see!",love
@keitaeden Sent u a few DM's..Hollaback,sadness
read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,neutral
"@IYL86 Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",neutral
have to put my dog down tomorrow.,neutral
looking forward to Ben's baseball game tonight,neutral
@unknownnunes Goodmorning to you!Thank you so much for being so kind? The sun is out and I'm going to paint outside,worry
"@vardenrhode thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",love
@drnic and welcome to dk  #jaoo,neutral
Happy Star Wars Day,love
@charlimillions where r u i? Am wearing a black polkadot dress n green cardigan i cant find u,worry
Guess I should have called  See ya.,sadness
"Back from the pub, want more peroni",worry
@furlongthedog Welcome to Twitter  I hoped it wouldn't be long before you saw the light and joined us!,neutral
@missbossy Yeah that's me  I used my initials for my Flickr account!,sadness
Santana - Maria Maria (The Wraith)  ? http://blip.fm/~7a10a,neutral
wearing spidey boxers,neutral
@ksidney wolverine was GREAT!!!  a must see,worry
Staging consult ltr 2day in beautiful town of Dundas. X Files filmed episode there once. Think I'll run in2 David Duchovny? Probably not,worry
"The horror that is Maggie Gallagher is still with me. Such a big ball of ignorance. You can't reason with idiots like that, which sucks.",worry
losing weight  check the pic,neutral
"@GregDigneo: Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",worry
Our neighbors cat died!  I really loved him =(,love
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU'RE THE BEST MUM IN THE WORLD",love
Sore throat. This is not good. I have four performances this weekend.,neutral
HAPPY MOTHER'S DAY,love
"@lwcavallucci No... we didn't *like* it, we LOVED it!  The tone, the story, the chemistry between the actors/characters, all was perfect.",love
"stupid rain, now our picnic is cancelled till tomorrow",neutral
@paulineee: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz &lt;3,happiness
"@loic I need to check your TOS, Loic. Are you allowed to sleep? I don't remember any mention of sleep there...",neutral
I don't want her to leave..,worry
had a nice time with juno  http://plurk.com/p/sv71z,neutral
@djdnice I know!,neutral
@Draconator its brokey,neutral
happy mother's day,love
disappointed the didnt win teh glasses.,neutral
its overcast today again  it looks like it wants to clear up but i doubt it :/,neutral
@miss_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot;  Marvelous,neutral
@purplefrogcat wow.. purple leopard skin.  fieeerrceee..,neutral
Bit devastated that I lost my entire documents folder on my home computer.,neutral
"i didn't wake up early enough to go roller blading  contrary to a tributary, i flow endlessly",worry
"@itstrizunigs actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations",worry
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",sadness
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,worry
@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner,worry
@geehall1 LOL! I had a peek at http://geehall.blogspot.com it's coming along nicely  I totally understand about leaving the set quiet too.,sadness
Ahh im in love.  hes theeee best.,love
@calvinharris i wannabe in dubai,happiness
@honorsociety i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral
@samsamsammm i miss you!!  stupid work!,sadness
YawNnnnn _slight headache n hangover grrr,neutral
At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,neutral
I can't help it if I'm a GRAMMAR NAZI!,neutral
"@buglegirl Thanks! I'm not quite ready for a marathon yet -- if at all, not this year anyway.",worry
Yaay congrats Shmolan on graduating  I'm proud of you!! Have fun! &lt;3,sadness
listening to Lily Allen's last album - it's quite good,neutral
haha i just watch a funny ass video on youtube  made my day,worry
@Topify just for a little while.. to get an impression of how twitter-copy-topify,neutral
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.",sadness
"Finally, a beautiful, sunny day in Atlanta. Too bad I'm stuck inside working...",worry
"@ProudKiwi missed you by 10 min, haha. went to sleep at 15 past, but had a major anxiety attack around 630 again. ugh.  boo",sadness
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,neutral
@meyen: You MUST watch Grey's. It was their 100th episode. Let me know once you do. I don't want to give out any more details,neutral
all my worms either escaped or died  bums!,neutral
"@weddingsites Not a problem. I loved that idea, and of course the photos were just perfect!",love
wants to go home and see Erin,neutral
Looking for a vibrating phone is like trying to find &quot;a feeling.&quot;,neutral
"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",neutral
@kelleyviolet That sucks!    It's thundering here.  I'm getting ready to shut down.,neutral
@Blue_MandM Helaas.. En thanks!,happiness
"Sadly, the time has come to put my mom in a home",worry
gotta hit the hay y'all. big day with the kiddos 2maro. i love being a mommy  much love-- lil,love
@smithld I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too!,worry
@XO_SUFI_XO yeah and when you are not working at paying jobs(volunteer/intern) the $ tends to disappear rather quickly...gotta slow down,neutral
@tifftiff88 what don't be sad?  Be glad. Your 21,sadness
at work booo....,neutral
@AngelaRyan jet blue is okay I guess. They cancel flights and don't have a lot of backup planes. And no first class,worry
I wish I could get my nails done  stupid job,sadness
@AmongstStars awee!,neutral
"Oh before I forgot, Happy Star Wars Day! May the Fourth be with you!",love
"@JubileeHR When your wife's a teacher, you spend a lot of time indoors.  Trying to take some stress off the admin for May, writing often.",worry
@SquishT77 So sorry to hear about your mum.,neutral
feelin a bit 'dangerous'. off to watch tha vids  http://bit.ly/9X0Us,worry
I should be paying my bills and not playing on here.,neutral
@makikaysantos http://bit.ly/izhdy  here looove.,neutral
crash in Qmbol,neutral
"@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though",neutral
time to get ready for work,neutral
Enjoy your hols  xxx,neutral
@lukeylukess u were awesome at the bull and bush the other day   cant wait to see u at the loft x,worry
"Work, work, work and why did I get so tired all of a sudden. @PaulAros , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul",neutral
"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr",neutral
would some one plese suggest me a great thriller movie,neutral
"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!",worry
"@DonGeronimo dear michael sorce, you crack me up! sincerely, me",neutral
I think my modem failed-having pc withdrawals..,sadness
not well,neutral
"@ravegabe If you do, I'm sure you'll enjoy",neutral
Geeze- I'm just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,worry
http://twitpic.com/67l90 - @lunawoodcock girrrrrrrrlll i'm going to miss you so bad!!!!,worry
@chromasia I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,love
"@MrPhotographic Happy b-day! Just woke up on this side of Earth, so wishes are bit late",love
in communications class,neutral
"yup, def swine flu. I think it was the sausage.",worry
"i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate",worry
Officially Mother Day here HAPPY Mother Day to all the MOMS,love
put my dog to sleep  I love you abby RIP&lt;3,love
@QueenofKong No need 2 apologize mama i respect you for that,neutral
@JerryShaw lol get some then!!  n give me one too,neutral
@bestdaeever ooohhh imma need you to get on that asap love you,love
"damnnn this day came to fast, but i cherished all the moment i had",neutral
@LGDADON it makes perfect sense. I guess i am very down to earth. Thanks for your reply,neutral
@JENakaGorgeousB happy mother's day to your mom,love
@donttrythis that is why I drive a (teeny tiny) honda civic  http://myloc.me/FRy,worry
@ragazza_matta take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx,neutral
@gillianre  im not happy im emailin a complaint! haha il hav 2listen again on sunday,worry
"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed",sadness
"At work again, when the weather is beautifullll",neutral
Omg what is up with parents today !  I've been fighting with mine,sadness
Going to hibernate,neutral
"Oh, ew. That's too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",sadness
goodnight to all.,neutral
@DJLTHEMASTERKEY i guesss,neutral
"@Tayluvsbroadway yeah  fail times. she was in an accident like a month ago, too, almost same thing. was on the bus on her motorscooter",worry
Drivin home and listenin to 50! fucking lightweights! left me stag! bullshit!  love you though  especially you toesha  haha HA!,love
"@SmellTheCheese I know, that is so sad.  I",sadness
@iJanette http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,neutral
@MyNC I was wondering....   Have a GREAT weekend!,worry
@nicolerichie have you watched Persepolis? Broken English is also nice for sundays,neutral
@brookstuh am I not good enough,worry
Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.,worry
@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family,neutral
@andy_sims do you know of any inside scoop on a station that's anything what kwod was? there's nothing for us now,neutral
@Personal_Trainr Thanks for the link.  It made me smile,neutral
i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,worry
"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him",worry
"I've been really tough, but it still sucks to live 5000 miles away from your family when you crave for Korean homemade meal.",worry
Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,neutral
@clairemaxwell i know that feeling way too well - have a nice walk,worry
off to work now,sadness
needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance,neutral
@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,love
"just as i finish checking all my emails, i get 5 more. because like 5 more people are following me on twitter. hi people following me!",neutral
@rachky @taltalush Yes. I am secure in my masculinity.,worry
listening to jubey snoring on the phone  hehe goodnight,neutral
show time baby! bye bye for now Tweeters,sadness
"its really incredibly gross outside, so im hoping to get alot done int he house today!  including pics on the blog! morning friends!",worry
@JustJayde  Make sure ur plantin next to the water in the soil,neutral
@MelodyLeaLamb Goooood Morning Melody! Wishing you a Wonderful Mother's Day with your family!,love
@kyza holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,worry
"just finished an exam, every1 else has finished cos I chose i different course to my friends I have one more exam on Thurs next week",neutral
"@assos Eh, it's alright - nowhere near the same quality as a standard keyboard, but still useful!",worry
"Too much food at today's company gill out, want to go home and lay in the sun. Instead here until dark, probably",worry
"We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -",neutral
@tldn thanks! we want to continue to improve our process for the benefit of customers - things like this just take time,worry
Is sad when people's phones are dead,sadness
uploading some pictures,neutral
Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.,neutral
ah seriously i dont even work with children some how i am still sick!  groundhog friday just got worse.,worry
@NovaWildstar Erm yeah watch as it sways and collapses into the river below lol.  Next time you are here we shall have to drag you there,worry
iPod touch = brick.,neutral
"@mrpandora I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",neutral
@PicSeshu there u go,neutral
Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,neutral
@kevincl Same here. But I am just going to browse SA until I get bored.,neutral
Off to the gym by myself!  no fun!,neutral
"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",love
i was an extra. got ready for work for nothing. studying all night,worry
cook ; do you wanna measure my dick? its daddy-size.,sadness
@infobunny Ouch. Realising how sheltered my upbringing was.,neutral
3oh!3 on the radio  they were amazing yesterday.,neutral
Very bummed I can't go to the @shiftworkspace open house today.   DD and I woke up with a stomach bug.  Blech.  Y'all have fun!,neutral
@shablack I give it 2 snaps down  how's work going?,neutral
"Thumbs up to Wolverine, Taco Bell Cheese Roll-ups, and mothers... you're all the best",happiness
the kids are going to see up without me.,neutral
whoa. that was some showering session,neutral
is watching movies,neutral
"@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",worry
My comp is being slo w,neutral
its sprinkling outside  i hope it doesn't rain during our game ..,worry
@arcadecore you wish,neutral
@murrion nope.. sliverlight is client a side tech,neutral
