	review	emotion
563	@RainbowEagle Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt'  x	happiness
564	@zanelle your welcome	neutral
565	@freekdp we will support you	love
566	Don't really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. &lt;3 CJ	worry
567	awww poor little girl on britains got talent	worry
568	i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts	love
569	free hugs with my super fluffy robe	love
570	rearry rip. Youd never guess what i ate..	neutral
571	Such a nice day today but stuck indoors revising  3 weeks and it is all over!!	sadness
572	@Kelly_StrayCat   haha ty	happiness
573	Morning everyone!!!	happiness
574	@princessdeleon AWESOME! It feels very fulfilling, doesn't it?  I'm gonna work on SOOOO many people over the summer! Totally excited!	happiness
575	Does anyone know how to scale a pic down I'm trying to change my pic but all my pics r 2 big n I keep cropping them...HELP	worry
576	Back in the office after a great &quot;Student Round-Up Event&quot; last Thu and Fri. Thank you very much for coming. I was great to meet y'all.	worry
577	@Jeefthepirate @thedeadknight I know it's sad. But back in 05 the auto industry didn't understand that iPhones would change our lives	worry
578	@PeterPaega You better believe it!  @tigers09champs and I wouldn't miss it for the world!	neutral
579	Thank you all for proving my point	happiness
580	Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act's new broadway show	sadness
581	collage. what is feminism?	worry
582	@faithbookjesus And what's your blog entry about?	neutral
583	Godawful hangover today. Worth it tho	neutral
584	UP isnt im 3-D..	neutral
585	@David_Henrie hey david, you're hot	neutral
586	watched sex &amp; the city season 1 &amp; drank a little wine w/ my date...just ended w/ a goodnight kiss. i could get used 2 this  night night!	happiness
587	@aldenpolicar how sad! are you saying that I'm fat?  *tears*	sadness
588	looking out window is depressing it is so beautiful out and I am in here	sadness
589	@wood83   Does she like it, or does she roll her eyes?  Now I'm curious as hell!  Good singing is a real treat as far am I'm concerned!	neutral
590	OMG I'VE JUST SEEN WHAT HAPPENED TO HOLLIE! POOR ICKLE ONE	worry
591	Can't give blood within a year of getting a tattoo so I can't give...Im gutted	sadness
592	feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt	sadness
593	I have so much stuff in my car that I can just feel my MPG going in the toilet.	worry
594	@moniqhar heeeeey! You abandoned me here on Twitter momma dots?	neutral
595	@Asfaq He is on an iPhone	neutral
596	@ BeardBurk: Their being optimistic	happiness
597	@sarahnd for nearly a month!!  So exciting	happiness
598	@TonyaRae @RachieRach3 Getting dizzy. Going to have to lower my original raise. Please don't think any less of me.	sadness
599	Eating a bagel  yummy	sadness
600	@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.	happiness
601	@TheDailyBlonde No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now	worry
602	@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.	sadness
603	@sofiacoyiuto my mac's hard drive crashed then i brought it to powermac, they couldn't recover the files  no back up (	worry
604	@pixonu its ok mate I stayed in as well  losers aren't we	worry
605	@hellivina you work really hard so, sometimes you need a break, haha.  so, yeah...just let me know if you need help in anythin'.	worry
606	supernatural is back on tonight !!	happiness
607	chili cheese fries a bad idea for lunch..	neutral
608	Download Backseat Goodbye's latest album for FREE!  http://freecd.backseatgoodbye.com/	neutral
609	http://twitpic.com/4wgoq - The Beach was phenomenal 2day	happiness
610	Ashley= getting sick... Ugh I'm losing my voice! Nooo	worry
611	Shakti's celebrating her 4th Birthday today!	happiness
612	Good morning world	love
613	@breatheprod Maya Kibbel DOES NOT have a facebook or myspace page	neutral
614	7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII	happiness
615	@ArchisM @kaushal I'm here I'm here!!! But #twpp is oficially over guys	love
616	@jesse_la ben's dreams make me so saddddddd  i want them to be togetherrr. i swear if this shit gets me bawlinggg, so help me..	worry
617	Trully a awful day! Shitty!	sadness
618	I hate funerals.	neutral
619	@doctorbond if you meant to heavy rain n flood in bkk last night, lucky I was out of bkk	worry
620	says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c	neutral
621	@kusasi Lol I can Tweet &amp; Eat! Multi Tasking Woman see!  ha ha Enjoy your moment.	neutral
622	@twebbstack I know  haha night	love
623	Yay, St. Mary's here I come	happiness
624	Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother.	love
625	i basically want the world to kno that i have the BEST best friend    love her &lt;3	love
626	@JBOO46 when he's there. he wasn't there today. sadness!	sadness
627	@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!	worry
628	Cramps . . .	worry
629	is having brain blockage in musical thoughts	worry
630	Just one of those days.... I pray it will get better..	happiness
631	@MrDDG classes. n bout to make sum breakfast..	happiness
632	i misss my phone,	worry
633	@AFCEAHelen If I end up working in DC, GMU is on my &quot;short list&quot; for Masters No. 2. Started Sys Eng program in the 90's; never finished.	worry
634	just tried a billion times to get through to @MandyyJirouxx on say now	worry
635	Dï¿½jï¿½ vu!!! Changing out of my GQ outfit	neutral
636	wishing I got fij	sadness
637	Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players.	happiness
638	Today is a blessed day	love
639	@NeNe96 happy bday to her  and happy mothers' day too	love
640	@jenniclarephoto Sometimes (although I usually go willingly  ) Don't know about the Churnet Valley event though.	worry
641	This is the best E-commerce site, I hope you've watched the big bang theory. http://www.pennyblossoms.com/ Please hit &quot;buy now&quot;	happiness
642	@And_OKeefe Yay! You're on Twitter! You're my secret celeb crush!  (too much info??)	love
643	Enjoying time with the g/f	love
644	i'm watching missing pieces, just coz the theme song is lost without you	sadness
645	@Ali_Sweeney - Happy Mother's Day, Ali  I hope you have a great day today! Hugs and kisses from The Netherlands xoxox	love
646	@joeymcintyre  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!	worry
647	@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.	love
648	no new episodes for hitman reborn yet	neutral
649	@Rumpelwald : ne, muss noch 2 Woche warten	sadness
650	It turns out I'm really, like, sixty years old, guys. You were right!!!!!  I'm off to seek my future a little later than planned!	happiness
651	Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!	love
652	@sandsP Thanks for the FollowFriday suggestion!	happiness
653	http://twitpic.com/4w6lf - BBQ time again.	happiness
654	@srcasm  I need to come spend some time on your roof - I miss you &amp; @beyondreality    double date in a couple of weeks?	love
655	because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes	sadness
656	I love my mommy.	love
657	@nzinghashakur for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!	love
658	My back hurts	worry
659	@genejm29 I spoke too soon  Still a nice evening, but lots of broken cloud coming in from the south.	worry
660	http://twitpic.com/4wdgr - Yay! I'm a blonde again!! I feel so girly	happiness
661	@JoeJacobi Following them all... You're creating a little flock of paddling Twitterers...	neutral
662	End of the academic year brings in a lot of mood swings ... Just recovered from some serious hypertension	worry
663	I miss Cary and want to drink some chocolate milk with him.	sadness
664	math is all that is left for the day, then the DMV	neutral
665	i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.	sadness
666	Headed home ... Charlie's at the vet	worry
667	@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week.	neutral
668	@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?	sadness
669	Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.	sadness
670	soo fucking stressed out...I think I could possibly lose it	worry
671	TGIF!! But I have so much work to do this weekend	neutral
672	@chkndoodie no need to thank  we all just have to keep the good thought!	neutral
673	Didn't bring connector for camera on trip...saving new photos will have to wait another week...	sadness
674	@cnystedt Good morning! I certainly did	worry
675	@peternomad Thanks! I know.	happiness
676	@emocontrol so how have you been doing ?	neutral
677	@bandit_zero its cool, and thats good	happiness
678	I'm dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don't hit very often.	sadness
679	@fedgrub  dull life was on the soundtrack of one of my favourite showss	happiness
680	Sun has been making me happy =] Shame about work tonight  x	sadness
681	@jessiealeea lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol	neutral
682	what a beautiful morning ; it's time to get up and enjoy the sun	happiness
683	@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!	sadness
684	Is waiting for sumone to come online	neutral
685	My poor phone is nekkid without its cover.	sadness
686	@saraesse right on!  i'm 29 myself... i turn 30 in october. i think that pretty much makes us awesome	happiness
687	http://twitpic.com/4wppg - Oh yeah  Bring on Morning tea tomorrow.	neutral
688	I am freezing	neutral
689	just about to go home. I'm usually 'mr. positive' but this has been one of those daze. well, 15 mins until tomorrow!	happiness
690	great night hangin out with my family... mom and dad loved the extra company tonight!  can't wait for FRC Pcola Tomorrow	love
691	@kerryisonfire ive finished them now	neutral
692	i am! lol its just i got used 2 talkin 2 ya..!	worry
693	had a good day driving up mountains, visiting katie, eating chips &amp; fudge and stocking up on lovely smelling soaps	love
694	off to work... off at 10:30....lammmeeee	neutral
695	@genehiga Your studio! @annhamilton and Bogie became one of your best friends after you guys started it.	love
696	Ahhhhh! My &quot;Let The Right One In&quot; DVD broke	worry
697	@tessneale i suppose this will be in the blog post, but could u email me who was there too	happiness
698	i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better	happiness
699	@paddydonnelly you obviously havent seen my mrs first thing in a morning	neutral
700	my first mother's day and next one in two weeks	neutral
701	happy star wars day everyone  off to celebrate with the family... ok we're not celebrating it but i am going round to the famo's...	happiness
702	Listening to Yultron!!	neutral
703	trying to work...	neutral
704	Back from comedy night. Great fun. It's only midnight. I'm knackered. I'm getting old	worry
705	I'm so proud of my NAU graduate friend!!! We're getting ready to celebrate  tonight!!! It'll be an international ordeal~	happiness
706	@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/	sadness
707	@RachellT342 ugh... I know the economy is depressing...	worry
708	@FollowMyJourney Oh girl, get that baby going to bed at 7pm!	happiness
709	&quot;My problem isn't that I miss you... 'cause I don't&quot;	sadness
710	Sad that Christian Lacroix had to file bankruptcy	sadness
711	Who builds a hotel without air-con? Bloody boiling in here...	neutral
712	@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??	neutral
713	@yahyan where did you go babe?	worry
714	@wersching and I have to wait till January. Life is not fair!	sadness
715	@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic.	sadness
716	@Teifion Thanks, I'm glad you liked it. It's a flower made of diamonds	happiness
717	@Rayyychell They're for my mama  I always bake late and get worried that the mixer is gonna bother people.	worry
718	@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!	neutral
719	aaah good bye mikee  smoked crabs!	happiness
720	I definitely missed listening to The Spill Canvas, I miss seeing them live as well  &quot;Now I'm in stitches ooooover you and oooover you, oh&quot;	sadness
721	sore throat again. gaaah. it hurts.	worry
722	@sueandsteve Wow, thats quite the trip!	neutral
723	Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW  Doing Dutch and might do some art later.	love
724	I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more	happiness
725	@chirocindy Don't tease me! I'm in desperate need of an adjustment.	worry
726	Time to do house chores! Ugh!	sadness
727	@bbunderground it's a good mix of developers, content developers, providers and venture folks	worry
728	I'm still waiting to find out what #caca stands for - hoping it's not what I think it is since you #follow me for #caca.	worry
729	I give in to easily	neutral
730	No phone call yett... Hrmm. Maybe a call from my end is in order?  I'll wait a bit longer, Prom nights are often 'spuratic' moments.	worry
731	Day off with nothing to do	sadness
732	OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg	happiness
733	I think my bicycle and I just freaked out a custodian, who wouldn't have let me in the building if I didn't let myself in with a key	neutral
734	wants to go back to charleston	worry
735	So, what's so great bout your so called 'wonderful love life'?  For god sake, W-A-T-E-V-A!	anger
736	going to another birthday party tonite	happiness
737	Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.	worry
738	Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so	love
739	@IamFakeBlood see u Next Saturday With Mr @atrak	happiness
740	is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...	happiness
741	my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.	happiness
742	the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..	worry
743	@njoups thnks for followin	neutral
744	tired and bored, watching movies while i'm home alone	sadness
745	Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw	happiness
746	@phoebealice_x i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ...	neutral
747	kids  b'day party/picnic  in canazarro park.  The other half 'hurts' today	worry
748	@NolaxE I follow u lol	neutral
749	I am dying to hangout on a Friday afternoon...	worry
750	@p47 Not universal. See http://bit.ly/TmJtz  for details.	worry
751	home after spending a day catching up with my old pals	worry
752	@selenagomez don't leave us	worry
753	Theyre sappin mah sentry! errr yea... i'm without power at home right now	sadness
754	Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today	neutral
755	hey there @larkn0298 how are you going? looking forward to weekend, sadly im workin both sat sun	worry
756	tikcets are only ï¿½91...each...BUT I SO WANT TO GO	neutral
757	really wants to go see the script in NY in august... but no one will go with me	neutral
758	@DavidArchie morning David! i hope you're able to contact you're mom for Mother's Day!she seems really sweet  i guess you get it from her!	love
759	sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love	neutral
760	i feel really sick, and my teeth still hurt.  fml.	worry
761	still fighting off this cold, ugh	worry
762	Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.	sadness
763	my first ruby app, let's see how far i get  #pww	neutral
764	@Lilyginny27 Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  XX	neutral
765	The new view out of my window  http://twitpic.com/4jbx2	happiness
766	Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this	worry
767	@ShannonCleary1 sounds like a perfect way to spend a sunday evening. Enjoy	happiness
768	Have you ever been so exhausted your entire body aches? I'm there! Lights out - Goodnight little tweets...sleep tight	worry
769	@lovemedown hello hello hello  what u up to tonight??	neutral
770	Urghh, I'm gonna do my project now  don't wanna waste valuable weekend time	sadness
771	Good Morning everyone!  Have a great Monday!  Thanks for following!	happiness
772	@ljs777 for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled	worry
773	Getting into the swing of things. I miss someone	sadness
774	ok.  i got my nails done to day an the are sweet.	happiness
775	I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!	worry
776	@melissahelene I'M A CELEBRITY TOOOOO!	love
777	aahhhh the new pics from new moon are brill. I don't think I can wait 5 months	happiness
778	Its times like these that I miss Manila. I'm not feeling up to myself lately	worry
779	Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental	neutral
780	@atxtraveler thanks! I will try #boarding out	happiness
781	@ElizaPatricia Tuesday, any other day... long as we still get to watch	neutral
782	@Arcania, in about two hours I'm setting out on a 600-mile drive home. Mostly I'm hoping it goes quickly.	worry
783	being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.	sadness
784	What a day, 12 hours work  But I'd really like my job, it's fabulous :b	happiness
785	@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.	worry
786	One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.	neutral
787	THE best job in the world &amp; yes its in Australia  http://tinyurl.com/clxl4l	happiness
788	@PerezHilton Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual	love
789	@TheRealLilZa zaaaa !	neutral
790	@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz	happiness
791	Shooould be sleeping already, but got caught up watching some late night 'Roseanne'. Officially off to bed after the next episode!	worry
792	The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City	neutral
793	Im only failing 1 class.... Algebra 2 damn it that shit is hard!	worry
794	@DeLaSelis no... But I met a new graphic design friend, so that was dooope!!!	love
795	Uh. Finally home, but completely wiped.	sadness
796	Back from brunch. Hopefully I lured two more friends here.	neutral
797	Terminator Salvation... by myself.	neutral
798	.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh	worry
799	@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3	love
800	i was too slow to get $1 Up tix	sadness
801	@allisonlodato YES PLEASEEEEE. i miss you  ps i'm bouts to text you	worry
802	would like a hug and a kiss from Eric. Long distances really really stink	neutral
803	my stomach is bleh!	worry
804	@Tyrese4ReaL hi (My Man) lOl I love you too... The song was clearer just had to turn my phone down	worry
805	GoodMorning, Hope Everyone Has A Beautiful Day Today  x	love
806	Cool. Cant wait for dustbin baby	worry
807	Follow @Dirty_joe he's cool	neutral
808	i think i just good stood up...	sadness
809	@NightShade10 Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!	happiness
810	I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.	neutral
811	@yashved_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks	worry
812	Back in New Mexico again! Happy Mothers day to you mothers out there!	happiness
813	@carinafox5 Wishing you a very Happy Mother's Day, Carina!!  Hugs...Joy	love
814	FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone	neutral
815	I really miss my phone  i cant wait till my new one comes	sadness
816	gettin ready to put on a show  ugh i really hope ppl dont comee	worry
817	Right now I have a use for the snuggie, but no snuggie to stay work with	neutral
818	just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST	neutral
819	my hair won't turn whiiite	neutral
820	@hermorrine Yeah I've noticed  I miss Spender. But you were closer to him. How are you holding up?	worry
821	Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around	happiness
822	I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready	sadness
823	May the 4th be with you all	neutral
824	@sunnysidesup @TJP5082 Is George still mending the car ?	neutral
825	@dylanxtra my fly? but but but he was driving me insane  aw you made me feel bad now	worry
826	today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter	neutral
827	@justlikeanovel aw you could have played the penis game with me this morning! Nobody else wanted to play	neutral
828	@iamdiddy yes I do! Because he is going to the marines to protect &amp; serve and leaving me!	worry
829	#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap	worry
830	@sara_luna everything , I donï¿½t know how explain  simply itï¿½s patetic	sadness
831	Shopping, grandparents, dinner with the bf  woop	happiness
832	I dont know where to get my hair cut!	worry
833	http://bit.ly/PenQl  I've added a new icon to the feedicon database  Have some fun with it!	worry
834	@DutchRaymond gay marriage isn't legal everywhere here.	worry
835	Fog horn of DOOM! A great way to start the morning... living next to the harbour is really great	neutral
836	i finished all my work!	happiness
837	@terrycafolla I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 &amp; 12)	neutral
838	@DrMommy I have got my smile	happiness
839	imissu, come back home now honey	worry
840	My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house	worry
841	@joshtastic1 thanks for trying	neutral
842	I had my hair cut today and my boyfriend didn't notice....	worry
843	@HeathersNotBSC No.  I was thinking just before how much I miss my T-Dub.	worry
844	Everything is cool now. I wish the boy was able to talk.	sadness
845	THiNKiNG 0f HiM  &lt;3	sadness
846	@scomizzle ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too	sadness
847	I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....	worry
848	i have an ipod nano i never use.tut for the love of all things Apple	love
849	Great. Now there's a cloud that's really, really dark grey right outside my office window. This sure has a lotta precip with it.	worry
850	@teddyrised Oh, that's bad. I made that mistake once before but still managed to pass though. So maybe it isn't as bad as he thinks?	worry
851	@KarlaaM_ A blouse! ahahaha I gave her money and she went to get it!  Where's your mom??	happiness
852	Postponed is not abandoned. //	neutral
853	Driving home listening to Prince	neutral
854	@CloverandBee YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!	happiness
855	@say_stephanie im so pissed i couldnt make an instore at hot topic in the rockaway mall to see @nicksantino.  haha no he wont.	sadness
856	Everyone on the eastcoast... the rain hates us  let's just all fly to Cali. LOL	worry
857	Happy Mother's Day Moms  Take a load of for at least a day!	love
858	@BusyElleBee That ur anti is what I understood from the message. Sorry left off ur don't vote BNP msg at end due 2 space	sadness
859	I scratched my iPod	worry
860	@Jacksmum_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!	love
861	@GeneralTekno Just read it too.  I meant the toys though.	neutral
862	Back to (house) work now	neutral
863	According to TweetStats I tweet more between the hours of 10am and 3am with Monday, Sunday and Saturday filled with Tweetage!	neutral
864	@msdiazz ask how long adrians took lmao ... Intime	neutral
865	Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!	happiness
866	@Anthony_y_Tony Hey	neutral
867	365days rperss.... where are youuuuuuu	worry
868	cavs got lucky 2night  lol but lebron took over and killed em another triple double	worry
869	Happy Mama's day to all mothers	love
870	Happy Mother's Day to all my fellow Montreal Blockheads who are moms  I'll join the club...one day! LOL	happiness
871	@kaylee2o3 HA! finally found someone I know! happy summer Kaylee, too bad I dont get to kick next to you anymore	love
872	? @TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW	love
873	@sabrepulse you've got the H1N1 tsk tsk tsk it's a shame  haha feel better bro	love
874	@Pixeljunkie202 Kind of glad I never started Kings now - one less thing to be upset about	worry
875	@mari_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want	love
876	@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything	happiness
877	ha ha ha I slept in again, three days in a row! must be a new personal best  today I'm going to attempt to finish my regluing my fans.	love
878	I just wanna be happy	love
879	@WeWantNEYOnVibe Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u	worry
880	really thinks wee callum should of got through last night	worry
881	Anyone of you Indie heads know what Donie from The Hassle Merchants' surname is? @unarocks @nialler9 @karlusss Help. Need for copy.	neutral
882	so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop	neutral
883	No Topic Maps talks at the Balisage Markup Conference 2009   Program online at http://tr.im/mL6Z (via @bobdc) #topicmaps	neutral
884	@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one	happiness
885	is happy  and clean, squeaky clean	happiness
886	wants to smoke a cig but doesn't have a lighter.	love
887	@Irish1974 Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.	worry
888	Was meant to go play cricket but can't get a lift so I'm now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8	worry
889	@NikkiBons Happy Birthday Dork!! Lots of love for you today!!!  I wish I was there so I could buy you a drink   Make it a great night!	happiness
890	@loveeamber @item84jeremy it sucks no matter where you are! I'm gonna freakin be late for work!	worry
891	@allisonfelmet What's wrong?	neutral
892	has the urge to go shopping.hmmm but i've got no money,how?	sadness
893	@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!	happiness
894	@janesas_mommy oh  well i hope she gets better	worry
895	I'm really not feeling today...soooo much work to do and I have a soar throat  gosh	worry
896	@Only_Leah   i cant help it all this talk about losing our fathers makes me sad	worry
897	@SavageMike :: I know the feeling  Its a little depressing :S	worry
898	@watermelon39 haha! And Twitter! Hard though isn't it?!	sadness
899	@juliepilat great show	happiness
900	i got in a fight with ryan. now hes like crying and im just dead inside. sigggh	worry
901	@Pickleybaby - your twitter is broken	worry
902	Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&amp;revision suck!	sadness
903	@Paula_Deen   looks like a delicious recipe, will try that tonite	happiness
904	went to church with @JessAttack t'was different lol	happiness
905	:O Job interview today, i'm really gonna mess this uuuup	worry
906	People eight years my junior can't understand most of my references	neutral
907	Going to bed! Happy mother's day for every mom here!	happiness
908	Happy Star Wars Day! .... May the 4th Be with You!	happiness
909	Talking to amber... showtime baby	neutral
910	@ChristineRabel ha ha surprisingly well considering!! Having a good time in the sun up in the mountains	happiness
911	I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!	sadness
912	Sneaking out. Going to work for a friend	neutral
913	@oohnoo that's great!! weee!! visitors!	happiness
914	going to work till 3...then maybe ride the horses and take my sister to softball pratice	neutral
915	kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm	worry
916	@frama_c Oh yeah. Point taken	happiness
917	@janae24 lol! y does ur tweet sound like ur voice yelling at me  lol!	anger
918	@SafiG Lol..Wat was Vibes doin on Atlantic? &amp; where's ur shirt in your twitter pic? lol	happiness
919	Shit... It's 2am and I'm wide awake	worry
920	@SarinneJonas thats so cool	happiness
921	my feet hurt	worry
922	@forevertanoya awww dnt say that. I wanted to see it  how bad is it?	worry
923	@thebigmac cool. my boobs itch. got sunburned at the volcano	sadness
924	@melisadisti lol i hope i find someone to give me one too! lol	love
925	@MaXXXimumMyra I am lost. Please help me find a good home.	worry
926	Photo: My New Shoes!  http://tumblr.com/xmx1qzcts	worry
927	@Lampplease ew agreed	neutral
928	@laurenmontonen I DIDDDD. I MET THEM AGAIN	happiness
929	@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody	sadness
930	Packing up for the trip to Ascari track, thank you Bacardi	happiness
931	@jordanknight are you TINK'N the people on the street in NY waiting 4 friday are crazy? Brooke	worry
932	Having bro-lights with g.Soll  CHEERS!  http://twitpic.com/4wjrs	happiness
933	@mikegentile http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack	happiness
934	me and chloe are drinking away our sorrows, Dreambears SO should've got through	sadness
935	@vachan Just checked out SPB.This mobile application rocks!! has a gr8 potential going forward be a &quot;must have&quot;  4 Windows Mobile users	love
936	I need to go to sleep before 4am tonight...  ... So exhausted.	neutral
937	He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame.	sadness
938	@sheistheemily pq vc nï¿½o pediu amor	sadness
939	just broke a vase that i didn't even get a chance to use	neutral
940	Had drums, but they where made up of other peoples sets, so, had to give them all back	sadness
941	Grrr... why can't I fall asleep	worry
942	Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.	worry
943	@smartinez I'll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.	neutral
944	@paulmoxham everything is your fault moxy...everything.   x	anger
945	today i get to sleep in!	neutral
946	@NauticaThorn I love you, but I don't love twitter   Hey, are you going to Xbiz?  It's in VEGAS!	worry
947	Who out there loves the soup. I do, I do.	worry
948	@LaBarceloneta I think I'll target it's original release date, which is July 29th.  Enough time to raise faux or ironic interest.	neutral
949	@amybarton Hope your son is okay!	worry
950	fighting with mum on mothers day	sadness
951	@rooeh I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business	love
952	@SongBuildersUK wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!	love
953	@fureousangel that is comedy  good luck my friend!	happiness
